filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Лук\18387\0d4aba577fd6409c95dd05cf68f978c2.jpg,8,Лук,10,Морковь,0.5163,False
train/train\Яблоки красные\807\a014cc6741ec4bf19bf4bfa9681b4a60.jpg,14,Яблоки красные,13,Яблоки зелёные,0.5154,False
train/train\Мандарины\53235\5ad41f54fe884210af366249d7c226e9.jpg,9,Мандарины,0,Апельсин,0.515,False
train/train\Мандарины\47642\fb632511304c43c3a1c1f3211ca40d90.jpg,9,Мандарины,0,Апельсин,0.5093,False
train/train\Лук\197\6b8d0e40dbbe479b9d6c7eb4a0e6824f.jpg,8,Лук,10,Морковь,0.4838,False
train/train\Лимон\3294954\1eb83ed32f9d4f989dc3cc65b3130634.jpg,7,Лимон,1,Бананы,0.4315,False
train/train\Лук\197\bb5c724d94d44fcd822a00943f7f1ae4.jpg,8,Лук,2,Груши,0.43,False
train/train\Лук\2139003\f3a04d3d75734856bf7e7cd5a9694e47.jpg,8,Лук,0,Апельсин,0.4199,False
train/train\Капуста\198\a3c743dfbede46d695e3c9d3ddc64a56.jpg,4,Капуста,11,Огурцы,0.4136,False
train/train\Огурцы\4314547\5af6dd99a7604cfda09a44dce7984b6b.jpg,11,Огурцы,14,Яблоки красные,0.3949,False
train/train\Лук\197\527974ebecf148329893015940eda9a0.jpg,8,Лук,10,Морковь,0.2952,False
