filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Апельсин\60526\78a46f00772246f085361c11c92f507f.jpg,0,Апельсин,7,Лимон,0.593,False
train/train\Яблоки красные\807\7178218955bb4fe18f250a543933a820.jpg,14,Яблоки красные,8,Лук,0.586,False
train/train\Киви\78647\ad669c8ee23a47dfbd41ff379b5e46f2.jpg,6,Киви,8,Лук,0.5825,False
train/train\Лимон\3294954\1eb83ed32f9d4f989dc3cc65b3130634.jpg,7,Лимон,1,Бананы,0.5651,False
train/train\Киви\78647\f288c9c55b4143c0a852d3e6eb100f40.jpg,6,Киви,5,Картофель,0.5577,False
train/train\Бананы\809\706016c25f2441ed8e7d543a8080b969.jpg,1,Бананы,3,Кабачки,0.5563,False
train/train\Мандарины\47642\fb632511304c43c3a1c1f3211ca40d90.jpg,9,Мандарины,0,Апельсин,0.5204,False
train/train\Яблоки зелёные\5793\25f4a5e5440d462cad0afab68d3ffd85.jpg,13,Яблоки зелёные,3,Кабачки,0.5195,False
train/train\Мандарины\47642\17a48d6778e24e869de7df634459ec5d.jpg,9,Мандарины,12,Томаты,0.501,False
train/train\Картофель\3953590\67c6197ae4dc410282243a83975172e2.jpg,5,Картофель,6,Киви,0.4648,False
train/train\Лимон\3294954\0872ecb288c34e539e4e6684ff33817c.jpg,7,Лимон,2,Груши,0.4174,False
train/train\Лимон\3294954\99a538bdd7374d62a03ae79b1657191b.jpg,7,Лимон,5,Картофель,0.3991,False
train/train\Картофель\3953590\6e4d151f1f584d0a85ab7a35bc835aa6.jpg,5,Картофель,10,Морковь,0.3646,False
train/train\Огурцы\4314547\5af6dd99a7604cfda09a44dce7984b6b.jpg,11,Огурцы,5,Картофель,0.33,False
train/train\Лимон\3294954\37fabfc3a9864ec4bb38cc93eb758caf.jpg,7,Лимон,0,Апельсин,0.2984,False
train/train\Лимон\3294954\ef078ef8d7d84ba2bb493dbdce92905e.jpg,7,Лимон,4,Капуста,0.2924,False
