filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Апельсин\60526\9f89ed346a344990bd722689501dc484.jpg,0,Апельсин,9,Мандарины,0.752,False
train/train\Морковь\2138999\789f73280e0048a5a3a50c12c413ae40.jpg,10,Морковь,11,Огурцы,0.745,False
train/train\Яблоки зелёные\48188\45b00abd472d4d0aaea6860d0d919801.jpg,13,Яблоки зелёные,7,Лимон,0.7426,False
train/train\Капуста\48687\e2db8800d9cc45b186830b9985742873.jpg,4,Капуста,11,Огурцы,0.739,False
train/train\Лимон\3294954\139b00f876584874bfb3d95ffe63a903.jpg,7,Лимон,0,Апельсин,0.7331,False
train/train\Киви\78647\acc9d5cdd8744452a0f7379a212d19c2.jpg,6,Киви,5,Картофель,0.7276,False
train/train\Яблоки зелёные\5793\9dbfb581c9ac47b288218d3a5ce298fc.jpg,13,Яблоки зелёные,3,Кабачки,0.7222,False
train/train\Мандарины\47642\a99335c781f448d9adc9f8294f3f7a26.jpg,9,Мандарины,0,Апельсин,0.6885,False
train/train\Апельсин\60526\4074cb112a58416eb43502f013e7c4cb.jpg,0,Апельсин,8,Лук,0.6823,False
train/train\Мандарины\47642\bba2e6cf46374f97907d7e77d7398ccd.jpg,9,Мандарины,14,Яблоки красные,0.6768,False
train/train\Бананы\809\ddea79285f2243a390a697e7da518054.jpg,1,Бананы,3,Кабачки,0.6696,False
train/train\Лук\197\1af57bd917a64ad38411bc1d47ca6cc2.jpg,8,Лук,5,Картофель,0.6681,False
train/train\Лимон\3294954\7a2f2dea523d4867b5896e219aa487f2.jpg,7,Лимон,0,Апельсин,0.6582,False
train/train\Капуста\48687\a5466327b13c4c69a3c615d620ab4e03.jpg,4,Капуста,2,Груши,0.6563,False
train/train\Мандарины\47642\f18f1f20eaf64fc4a5de3c4ae3fb5560.jpg,9,Мандарины,12,Томаты,0.6221,False
train/train\Лук\197\4ec4c7ba6ff54d609dbeffeb6409caaf.jpg,8,Лук,14,Яблоки красные,0.6023,False
train/train\Лимон\3294954\7eb8dde921494d9b8b49947f57d1aeb2.jpg,7,Лимон,13,Яблоки зелёные,0.5842,False
train/train\Мандарины\34592\a8714fedb9984fb8af128dd433a3b9a5.jpg,9,Мандарины,0,Апельсин,0.5597,False
train/train\Груши\50911\576f1bf699e74d1a9ac323ebed3e9153.jpg,2,Груши,1,Бананы,0.5482,False
train/train\Яблоки красные\807\93ab14cfa1ae4671ba8ac64fd0c68c95.jpg,14,Яблоки красные,13,Яблоки зелёные,0.5468,False
train/train\Кабачки\3965\463928f3908e41308569d54e0d0447b1.jpg,3,Кабачки,13,Яблоки зелёные,0.5392,False
train/train\Мандарины\47642\5a5d8ee5e0484e77a1861097203da516.jpg,9,Мандарины,0,Апельсин,0.5285,False
train/train\Апельсин\60526\2c416413b1324743b03fad1f3340705f.jpg,0,Апельсин,9,Мандарины,0.5158,False
train/train\Картофель\3953590\995cbd40e3a2492987bd30d3b2d4f351.jpg,5,Картофель,6,Киви,0.5122,False
train/train\Картофель\127\261b36e0f4744c5f8e3f014a6a283ab9.jpg,5,Картофель,2,Груши,0.4998,False
train/train\Лук\197\4926b7a42966445fb6576ed1972eebc1.jpg,8,Лук,5,Картофель,0.4816,False
train/train\Картофель\31893\01d0396cb0784a75944b9e7008e3074e.jpg,5,Картофель,8,Лук,0.4787,False
train/train\Картофель\3953590\27a85401e4e04f689b3173b55fbc2401.jpg,5,Картофель,6,Киви,0.4416,False
