filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Томаты\4221768\8aaa37b85db54d1cb8fac977c57085b5.jpg,12,Томаты,9,Мандарины,0.9675,False
train/train\Картофель\3953590\11ef139e38ce4e328c07d419dd8903eb.jpg,5,Картофель,11,Огурцы,0.9648,False
train/train\Яблоки красные\4271772\1fb2302a8ed84753b58490a55f67cf4e.jpg,14,Яблоки красные,12,Томаты,0.9626,False
train/train\Лимон\3294954\139b00f876584874bfb3d95ffe63a903.jpg,7,Лимон,0,Апельсин,0.9586,False
train/train\Киви\78647\2016961f869a440fb1f23bfba07aed2a.jpg,6,Киви,8,Лук,0.9549,False
train/train\Яблоки красные\807\0cda80ca54d04c4f8eb4abb8598bd8d5.jpg,14,Яблоки красные,9,Мандарины,0.9539,False
train/train\Капуста\48687\e2db8800d9cc45b186830b9985742873.jpg,4,Капуста,11,Огурцы,0.9459,False
train/train\Мандарины\47642\bba2e6cf46374f97907d7e77d7398ccd.jpg,9,Мандарины,14,Яблоки красные,0.9398,False
train/train\Картофель\127\261b36e0f4744c5f8e3f014a6a283ab9.jpg,5,Картофель,2,Груши,0.8955,False
train/train\Мандарины\47642\38c559df0e4d4c07a21636d945d10437.jpg,9,Мандарины,0,Апельсин,0.8686,False
train/train\Яблоки зелёные\48188\75a4e0c09f594af3b820e65bbc683a7d.jpg,13,Яблоки зелёные,14,Яблоки красные,0.859,False
train/train\Огурцы\4314547\9c4a7cb4c4794359b7a2dd421e0bb39f.jpg,11,Огурцы,4,Капуста,0.8424,False
train/train\Картофель\3953590\adccd7310ea240d8a16ab7bd1cd3cccc.jpg,5,Картофель,6,Киви,0.8245,False
train/train\Яблоки красные\4271772\fa45e9fb69bd41cfa56533803d7e5b9c.jpg,14,Яблоки красные,12,Томаты,0.8191,False
train/train\Картофель\3953590\7448cc8c7625476f8ba9f9aeeb5f7568.jpg,5,Картофель,11,Огурцы,0.8172,False
train/train\Лимон\3294954\7a2f2dea523d4867b5896e219aa487f2.jpg,7,Лимон,0,Апельсин,0.8103,False
train/train\Апельсин\60526\ca1b93af05a2437ba49d37ce4726e949.jpg,0,Апельсин,9,Мандарины,0.8011,False
train/train\Киви\78647\2b200306f98a481c85caaf4927771fb9.jpg,6,Киви,5,Картофель,0.7962,False
train/train\Мандарины\47642\e954094ed2a44a1da64511b08878746d.jpg,9,Мандарины,0,Апельсин,0.7805,False
train/train\Картофель\3953590\27a85401e4e04f689b3173b55fbc2401.jpg,5,Картофель,8,Лук,0.777,False
train/train\Лук\197\c5c835a1577343e39d967cb727904ce2.jpg,8,Лук,10,Морковь,0.7653,False
train/train\Груши\50911\b4173ead7f3d46c79c46edcb7639047d.jpg,2,Груши,1,Бананы,0.7636,False
train/train\Морковь\2138999\789f73280e0048a5a3a50c12c413ae40.jpg,10,Морковь,5,Картофель,0.7623,False
train/train\Яблоки зелёные\5793\9dbfb581c9ac47b288218d3a5ce298fc.jpg,13,Яблоки зелёные,3,Кабачки,0.7591,False
train/train\Апельсин\60526\4074cb112a58416eb43502f013e7c4cb.jpg,0,Апельсин,8,Лук,0.7289,False
train/train\Бананы\809\ddea79285f2243a390a697e7da518054.jpg,1,Бананы,3,Кабачки,0.7238,False
train/train\Лук\18387\4c649e7806fd4156b09e49c78990420b.jpg,8,Лук,11,Огурцы,0.7131,False
train/train\Мандарины\34592\a8714fedb9984fb8af128dd433a3b9a5.jpg,9,Мандарины,0,Апельсин,0.708,False
train/train\Груши\50911\b501f6c3aba044c29fe8c2b3ecb247a3.jpg,2,Груши,8,Лук,0.6587,False
train/train\Лук\197\8cb51bd148034888b7491cc1ae3cf07a.jpg,8,Лук,5,Картофель,0.6249,False
train/train\Киви\78647\39ef067fecd64f878a612a57d641969d.jpg,6,Киви,5,Картофель,0.6078,False
train/train\Апельсин\60526\22c3feab95c84b84b9b9bcb279b5f358.jpg,0,Апельсин,9,Мандарины,0.5897,False
train/train\Яблоки зелёные\48188\3924066a255a43fa9779b3603b96646a.jpg,13,Яблоки зелёные,7,Лимон,0.5743,False
train/train\Яблоки красные\807\8aac3aeba3bd4f29a488573b2c95175b.jpg,14,Яблоки красные,13,Яблоки зелёные,0.5601,False
train/train\Мандарины\47642\d396ab7f14c940d6a1adf4146e95326c.jpg,9,Мандарины,12,Томаты,0.5495,False
train/train\Киви\78647\8b457dc911d64472ac6aa4b3ca34599a.jpg,6,Киви,5,Картофель,0.5467,False
train/train\Лук\197\eff9a582f9f54a789856bb904c587822.jpg,8,Лук,5,Картофель,0.5192,False
train/train\Картофель\3093966\b8663e2ca4774f618243f0d05bc54e53.jpg,5,Картофель,8,Лук,0.5117,False
train/train\Яблоки красные\4271772\35ea0667a3f34a72a4e2f99ff7442493.jpg,14,Яблоки красные,8,Лук,0.505,False
train/train\Мандарины\47642\d92788f8e3ed477fa2015330b6d6cb79.jpg,9,Мандарины,0,Апельсин,0.5019,False
train/train\Яблоки красные\807\91d8a333dcac4632956ce8595a17846f.jpg,14,Яблоки красные,2,Груши,0.4287,False
