filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Груши\57165\c862d79e0ade46b794b9fbebf7632432.jpg,2,Груши,8,Лук,0.5349,False
train/train\Лук\197\2d92ee901072485ba64de47f3f114e91.jpg,8,Лук,2,Груши,0.5222,False
train/train\Яблоки красные\4271772\86e84febfccc4e02accc069063ed4ab6.jpg,14,Яблоки красные,8,Лук,0.5218,False
train/train\Груши\50911\94ac4b832ff24d6187d80702de2a188d.jpg,2,Груши,14,Яблоки красные,0.4834,False
train/train\Лук\197\9c1f021ba8dd43c2b5b7766b6698e4c2.jpg,8,Лук,6,Киви,0.4745,False
train/train\Мандарины\47642\fb988556ae9b405eb5eabdcd1f1b6649.jpg,9,Мандарины,0,Апельсин,0.4434,False
train/train\Апельсин\60526\192ae4a5f5394e8595b323dd93ffb2c5.jpg,0,Апельсин,8,Лук,0.4387,False
train/train\Томаты\4221768\bbd92d4d584e4bc6bc52aae4ddfdb7ee.jpg,12,Томаты,14,Яблоки красные,0.4321,False
train/train\Апельсин\60526\770602dcf55d400198dd209b8bc6ec2a.jpg,0,Апельсин,10,Морковь,0.4293,False
train/train\Лук\197\6ae33c6df2f2471bbafb2363c47da018.jpg,8,Лук,12,Томаты,0.4034,False
train/train\Мандарины\47642\e5ef7be47772447e8899ad0a257ff9f9.jpg,9,Мандарины,0,Апельсин,0.4012,False
train/train\Мандарины\4390605\b77b769fa3c54a6ea79b050caec45458.jpg,9,Мандарины,4,Капуста,0.3337,False
