filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Яблоки красные\609\2ff0208a3f5a4298a3ccb5c1f216666d.jpg,14,Яблоки красные,5,Картофель,0.8362,False
train/train\Томаты\4221768\3cc9f1685d614e46bd7c6c3b7d4216e4.jpg,12,Томаты,14,Яблоки красные,0.825,False
train/train\Картофель\3953590\b09a58b195aa4334b3a99f8f6bf7fdf4.jpg,5,Картофель,6,Киви,0.7986,False
train/train\Груши\50911\23073f6cd8744cbf8d0f559b0135a630.jpg,2,Груши,6,Киви,0.7964,False
train/train\Яблоки красные\807\96e48b41b2bb482eb6c79352994cdad7.jpg,14,Яблоки красные,8,Лук,0.7938,False
train/train\Лук\197\b6499e5cd8e543ccbe9bb9dfa99735c8.jpg,8,Лук,12,Томаты,0.789,False
train/train\Яблоки красные\4271772\d1001617b765474ca4986120e6fd09d6.jpg,14,Яблоки красные,12,Томаты,0.7627,False
train/train\Морковь\2138999\c27e0d4396ee4c36b49f0ae31d12aa88.jpg,10,Морковь,6,Киви,0.7449,False
train/train\Морковь\2138999\e9e4b223fb2e4b8a8e0a55aaa11f8247.jpg,10,Морковь,5,Картофель,0.725,False
train/train\Томаты\202\8fb3836af4614f8da251adb596ff618a.jpg,12,Томаты,14,Яблоки красные,0.7043,False
train/train\Яблоки красные\807\7f2ce0331cdd4d6db90e355f5446ef62.jpg,14,Яблоки красные,13,Яблоки зелёные,0.6929,False
train/train\Картофель\3953590\907c6b6de7944d12b135c50761862c68.jpg,5,Картофель,6,Киви,0.6207,False
train/train\Мандарины\47642\0bd9569d836c4ea0a7b84380d5fb8306.jpg,9,Мандарины,0,Апельсин,0.6051,False
train/train\Яблоки красные\807\a8e2e6095d5f4009845ff5f2dbef51d4.jpg,14,Яблоки красные,8,Лук,0.5848,False
train/train\Лук\197\11c05359f0f24b40a0866e6a035b22d3.jpg,8,Лук,6,Киви,0.5605,False
train/train\Мандарины\53235\5a1c8807592849198873af9910a4403f.jpg,9,Мандарины,0,Апельсин,0.5602,False
train/train\Груши\50911\292913a97e2d4ea5931334896edc1583.jpg,2,Груши,14,Яблоки красные,0.5505,False
train/train\Капуста\198\bb1d2b82c8c040e0a1206153ae841c1e.jpg,4,Капуста,1,Бананы,0.5495,False
train/train\Киви\78647\d1a539fe90b44e20af61567c2252f3b4.jpg,6,Киви,5,Картофель,0.5416,False
train/train\Лук\197\7a39611d04f846858da098d65ba88e8f.jpg,8,Лук,7,Лимон,0.5328,False
train/train\Лук\197\78e8930f26364bfca85b318d0d148fbf.jpg,8,Лук,14,Яблоки красные,0.5326,False
train/train\Апельсин\60526\8227e1ecc0494a18ac6a2d25329e3c16.jpg,0,Апельсин,7,Лимон,0.5192,False
train/train\Лук\197\69ed7417da214cf5ac5df543dff744fb.jpg,8,Лук,14,Яблоки красные,0.4947,False
train/train\Яблоки красные\807\7b81ff2d6a154a61970debc13ca0c8af.jpg,14,Яблоки красные,12,Томаты,0.4933,False
train/train\Яблоки красные\807\369466f5095f4e9492d38b9ff84c79b4.jpg,14,Яблоки красные,8,Лук,0.4921,False
train/train\Капуста\1556\2567608ee89145e9948f9a64772b0393.jpg,4,Капуста,1,Бананы,0.4853,False
train/train\Апельсин\60526\3269fa5686344312a27c60a312c838e4.jpg,0,Апельсин,4,Капуста,0.4671,False
train/train\Капуста\1556\c0ae71a9e5234bb7a9cbaa84154514c3.jpg,4,Капуста,7,Лимон,0.4669,False
train/train\Картофель\3953590\c94a029c10e74d159f423c095b55a437.jpg,5,Картофель,6,Киви,0.466,False
train/train\Лимон\3294954\07f6d6147f104aa0b4521cae6ba2b4d3.jpg,7,Лимон,13,Яблоки зелёные,0.4592,False
train/train\Бананы\3021692\b26da97e8c92402397c03df7ea44e7e3.jpg,1,Бананы,2,Груши,0.435,False
train/train\Яблоки красные\807\cf1e7447c25f4218b0b040028e3d4c63.jpg,14,Яблоки красные,13,Яблоки зелёные,0.3119,False
train/train\Груши\50911\94ac4b832ff24d6187d80702de2a188d.jpg,2,Груши,14,Яблоки красные,0.3109,False
