filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Томаты\202\dfab57d57d904ce0b8b46fb296846412.jpg,12,Томаты,0,Апельсин,0.4521,False
train/train\Картофель\3953590\730a1e4bcaac4a66876e6e0356f7aac6.jpg,5,Картофель,14,Яблоки красные,0.4516,False
train/train\Лук\197\97a2bc4b6cef44368e259c4f05c06fef.jpg,8,Лук,5,Картофель,0.45,False
train/train\Картофель\3953590\90a33d35a8374353a0c0a0e9b5f99aad.jpg,5,Картофель,8,Лук,0.4418,False
train/train\Яблоки красные\807\0e56e2f163c5485cbe333d2f04b0f830.jpg,14,Яблоки красные,12,Томаты,0.4198,False
train/train\Мандарины\47642\02599f068eef40e7952adb111d64817e.jpg,9,Мандарины,0,Апельсин,0.4016,False
train/train\Киви\78647\a193690086ce4d17a1b775b13f3af213.jpg,6,Киви,5,Картофель,0.3889,False
train/train\Кабачки\3965\1f8925729cf94ff9808c9f80731c9d70.jpg,3,Кабачки,1,Бананы,0.3624,False
train/train\Мандарины\47642\ac88b35b2440490fa8d906966698f35c.jpg,9,Мандарины,12,Томаты,0.3579,False
train/train\Яблоки красные\807\1abcf73875904c10b97f9cf162bc1c99.jpg,14,Яблоки красные,2,Груши,0.3485,False
train/train\Мандарины\47642\d4fcdbaaf14f4ffe876877c8ee99ad8f.jpg,9,Мандарины,0,Апельсин,0.3438,False
train/train\Лук\197\9f325a5224cc405da33b27ff8db6d531.jpg,8,Лук,14,Яблоки красные,0.3164,False
