filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Киви\78647\73761572f7944c90ad8eb3e311dec011.jpg,6,Киви,5,Картофель,0.9416,False
train/train\Лук\197\2ba86781b2094d6d85cbeaac6e9faf6e.jpg,8,Лук,2,Груши,0.9337,False
train/train\Томаты\202\0e50ae26723044aeb2464e1f0817f791.jpg,12,Томаты,14,Яблоки красные,0.9296,False
train/train\Яблоки красные\609\2ff0208a3f5a4298a3ccb5c1f216666d.jpg,14,Яблоки красные,10,Морковь,0.9036,False
train/train\Картофель\3953590\e4ae1d720b3044c39d5ca2be8acd445c.jpg,5,Картофель,6,Киви,0.8917,False
train/train\Бананы\3021692\b26da97e8c92402397c03df7ea44e7e3.jpg,1,Бананы,2,Груши,0.8898,False
train/train\Картофель\3953590\56da9f2523ee41b29f25cc082392c428.jpg,5,Картофель,6,Киви,0.8787,False
train/train\Апельсин\4333204\e8c2ed0e455b410b9eae10fae27657d1.jpg,0,Апельсин,9,Мандарины,0.877,False
train/train\Лук\197\7a39611d04f846858da098d65ba88e8f.jpg,8,Лук,2,Груши,0.8396,False
train/train\Лук\197\6ae33c6df2f2471bbafb2363c47da018.jpg,8,Лук,14,Яблоки красные,0.8357,False
train/train\Кабачки\3965\6bfb06f7cc79467e9ca15651364765d2.jpg,3,Кабачки,13,Яблоки зелёные,0.8239,False
train/train\Лук\197\78e8930f26364bfca85b318d0d148fbf.jpg,8,Лук,14,Яблоки красные,0.8224,False
train/train\Киви\78647\d1a539fe90b44e20af61567c2252f3b4.jpg,6,Киви,5,Картофель,0.8212,False
train/train\Картофель\3953590\b09a58b195aa4334b3a99f8f6bf7fdf4.jpg,5,Картофель,6,Киви,0.7872,False
train/train\Морковь\2138999\9e6c941c480546e08015b43a36dc0637.jpg,10,Морковь,5,Картофель,0.7738,False
train/train\Томаты\4221768\7bf115af344a487d9b9eb662567c4f9a.jpg,12,Томаты,14,Яблоки красные,0.7628,False
train/train\Лук\18387\530fb671e8bf49339676736fc85a2878.jpg,8,Лук,11,Огурцы,0.7594,False
train/train\Томаты\202\64698444eec847b89273cde599c5d569.jpg,12,Томаты,9,Мандарины,0.7362,False
train/train\Яблоки красные\4271772\e9c6f5915c3b4029a529d0235b0c00d8.jpg,14,Яблоки красные,12,Томаты,0.7259,False
train/train\Лимон\3294954\01fb3cfa2866428d9ad80c82d26d1ebe.jpg,7,Лимон,13,Яблоки зелёные,0.7019,False
train/train\Апельсин\60526\770602dcf55d400198dd209b8bc6ec2a.jpg,0,Апельсин,1,Бананы,0.6611,False
train/train\Лук\197\2abe453b5be0414da3f79294ed2cd79f.jpg,8,Лук,10,Морковь,0.6449,False
train/train\Груши\50911\94ac4b832ff24d6187d80702de2a188d.jpg,2,Груши,14,Яблоки красные,0.6292,False
train/train\Лимон\3294954\07f6d6147f104aa0b4521cae6ba2b4d3.jpg,7,Лимон,13,Яблоки зелёные,0.583,False
train/train\Яблоки красные\4271772\174cc1a692da4d6c9d847e51de9b58f8.jpg,14,Яблоки красные,5,Картофель,0.5801,False
train/train\Апельсин\60619\6ed7263bf8b24dcfaf46cdba2ca4e334.jpg,0,Апельсин,9,Мандарины,0.5717,False
train/train\Капуста\198\bb1d2b82c8c040e0a1206153ae841c1e.jpg,4,Капуста,2,Груши,0.571,False
train/train\Мандарины\47642\0bd9569d836c4ea0a7b84380d5fb8306.jpg,9,Мандарины,0,Апельсин,0.5388,False
train/train\Лук\197\a310ce9bb0034a3c9612f9bf740568e9.jpg,8,Лук,10,Морковь,0.5316,False
train/train\Картофель\127\0f1d789112b24c5ca9e7af0996d81d1d.jpg,5,Картофель,8,Лук,0.531,False
train/train\Груши\50911\d430b571cbaa40b2bc5b802754344631.jpg,2,Груши,6,Киви,0.5153,False
train/train\Лук\197\b6499e5cd8e543ccbe9bb9dfa99735c8.jpg,8,Лук,14,Яблоки красные,0.5086,False
train/train\Лук\197\9c1f021ba8dd43c2b5b7766b6698e4c2.jpg,8,Лук,6,Киви,0.4856,False
train/train\Апельсин\60526\3269fa5686344312a27c60a312c838e4.jpg,0,Апельсин,4,Капуста,0.43,False
train/train\Томаты\4221768\3cc9f1685d614e46bd7c6c3b7d4216e4.jpg,12,Томаты,14,Яблоки красные,0.3525,False
train/train\Яблоки красные\807\96e48b41b2bb482eb6c79352994cdad7.jpg,14,Яблоки красные,9,Мандарины,0.3433,False
