filepath,true_label,true_class,pred_label,pred_class,max_prob,correct
train/train\Груши\50911\46575ab40cc9433e89417cd2c6bbe318.jpg,2,Груши,5,Картофель,0.5279,False
train/train\Лук\18387\7d24ff7a5612493cb4ebc452ced4a530.jpg,8,Лук,14,Яблоки красные,0.5247,False
train/train\Картофель\3953590\11e9fc9f42014d66aef6cf2d366d5413.jpg,5,Картофель,8,Лук,0.5234,False
train/train\Яблоки зелёные\48188\5e53712f368c47d5909cc312876541f4.jpg,13,Яблоки зелёные,14,Яблоки красные,0.5159,False
train/train\Киви\78647\833fe2ecea0f4ca887c4efb908583d73.jpg,6,Киви,5,Картофель,0.5157,False
train/train\Мандарины\4390605\d9c2e9c19cc7435389f92eb13eb1ea4a.jpg,9,Мандарины,14,Яблоки красные,0.5073,False
train/train\Томаты\202\8fb3836af4614f8da251adb596ff618a.jpg,12,Томаты,14,Яблоки красные,0.4993,False
train/train\Томаты\202\28f6c2ef692d4dcb8744e6e6d716fb36.jpg,12,Томаты,14,Яблоки красные,0.4977,False
train/train\Томаты\202\5e22773e74ea4ca5ad35509fe75f34ce.jpg,12,Томаты,14,Яблоки красные,0.4974,False
train/train\Мандарины\47642\a9934fe756b3420da25d2e9ccc013838.jpg,9,Мандарины,0,Апельсин,0.4834,False
train/train\Огурцы\4314547\0cd3c805855a42c78241b5396a297761.jpg,11,Огурцы,5,Картофель,0.4765,False
train/train\Киви\78647\2a6ec903697e44c18fa135bea7aeebbf.jpg,6,Киви,10,Морковь,0.4654,False
train/train\Томаты\4221768\3cc9f1685d614e46bd7c6c3b7d4216e4.jpg,12,Томаты,14,Яблоки красные,0.4649,False
train/train\Яблоки красные\807\2df169361dc9493494f674a78bcfb2cf.jpg,14,Яблоки красные,8,Лук,0.4573,False
train/train\Капуста\198\2b0c29045e2945cc8e7e60d62864ee00.jpg,4,Капуста,13,Яблоки зелёные,0.4561,False
train/train\Морковь\2138999\89b43c065ddc47d4b79fe042208b518f.jpg,10,Морковь,8,Лук,0.4444,False
train/train\Яблоки зелёные\4125676\3d148a6f2abd4d9093e5832365bfef8d.jpg,13,Яблоки зелёные,1,Бананы,0.4277,False
train/train\Яблоки красные\807\aa065717215a47bdbf21db2db87fc38d.jpg,14,Яблоки красные,8,Лук,0.4189,False
train/train\Картофель\3953590\316731a4b3f84ca2883ddf44749b1ac2.jpg,5,Картофель,8,Лук,0.418,False
train/train\Мандарины\4390605\b77b769fa3c54a6ea79b050caec45458.jpg,9,Мандарины,4,Капуста,0.4166,False
train/train\Лимон\3294954\07f6d6147f104aa0b4521cae6ba2b4d3.jpg,7,Лимон,2,Груши,0.4152,False
train/train\Капуста\1556\c0ae71a9e5234bb7a9cbaa84154514c3.jpg,4,Капуста,2,Груши,0.4148,False
train/train\Киви\78647\73761572f7944c90ad8eb3e311dec011.jpg,6,Киви,10,Морковь,0.3717,False
train/train\Яблоки красные\807\96e48b41b2bb482eb6c79352994cdad7.jpg,14,Яблоки красные,8,Лук,0.3516,False
train/train\Мандарины\47642\63fa4f317dae49e0980c161127cd9bfd.jpg,9,Мандарины,0,Апельсин,0.3338,False
train/train\Мандарины\4390605\f5ee52cfe4824f0eb4dadd47c37cf109.jpg,9,Мандарины,14,Яблоки красные,0.1877,False
